OID,Year,Date,ID,UTMEast,UTMNorth,Sex,Weight,SVL,TailLength,TotalLength,TailStatus,ReproStatus,#FolliclesOrEggs
820,2014,2014-08-25,25Aug14.02,542690,2831614,Male,,,,,,,
834,2014,2014-08-26,26Aug14.04,542691,2831526,Female,,,,,,,
840,2014,2014-08-27,27Aug14.03,542674,2831965,Female,,,,,,,
841,2014,2014-08-26,19Aug14.04,,,Female,1598,144.0,20.0,164.0,Intact,Undeveloped,
842,2014,2014-08-26,20Aug14.02,,,Male,178,72.0,10.5,82.5,Intact,Undeveloped,
843,2014,2014-08-26,20Aug14.03,,,Male,1994,151.0,20.0,171.0,Intact,,
844,2014,2014-08-26,24Aug14.01,,,Female,7030,245.5,31.0,276.5,Intact,Primary,
845,2014,2014-08-26,25Aug14.02,,,Male,162,71.0,10.0,81.0,Intact,Undeveloped,
847,2014,2014-08-28,28Aug14.01,498933,2849142,Female,,,,,,,
851,2014,2014-08-31,31Aug14.01,519027,2807146,Female,,,,,,,
853,2014,2014-09-01,01Sep14.01,543521,2832388,Male,,,,,,,
854,2014,2014-09-02,28Aug14.01,,,Female,4200,191.9,26.0,217.9,Intact,,
863,2014,2014-09-05,05Sep14.01,509534,2784294,Female,,,,,,,
870,2014,2014-09-08,01Sep14.01,,,Male,1738,142.0,19.5,161.5,Intact,,
875,2014,2014-09-08,26Aug14.04,,,Female,5286,220.5,29.0,249.5,Intact,Primary,
876,2014,2014-09-08,27Aug14.03,,,Female,222,77.0,11.0,88.0,Intact,Undeveloped,
877,2014,2014-09-08,31Aug14.01,,,Female,4744,238.5,29.5,268.0,Intact,Primary,
879,2014,2014-09-10,10Sep14.02,542597,2834173,Female,,,,,,,
881,2014,2014-09-11,11Sep14.03,552163,2837999,,,,,,,,
883,2014,2014-09-13,13Sep14.01,508030,2781621,Male,,,,,,,
885,2014,2014-09-13,13Sep14.02,542961,2832387,Male,,,,,,,
889,2014,2014-09-14,14Sep14.03,542671,2828235,Female,,,,,,,
895,2014,2014-09-15,15Sep14.02,542604,2834060,Male,,,,,,,
909,2014,2014-09-16,16Sep14.05,543543,2832390,Male,,,,,,,
911,2014,2014-09-16,16Sep14.06,498017,2859620,Female,,,,,,,
924,2014,2014-09-17,10Sep14.02,,,Female,156,70.5,10.0,80.5,Intact,Undeveloped,
925,2014,2014-09-17,13Sep14.01,,,Male,3146,188.0,29.5,217.5,Intact,Flaccid,
926,2014,2014-09-17,13Sep14.02,,,Male,306,81.0,11.0,92.0,Intact,,
928,2014,2014-09-17,14Sep14.03,,,Female,186,70.0,10.0,80.0,Intact,Undeveloped,
929,2014,2014-09-17,15Sep14.02,,,Male,262,78.0,11.0,89.0,Intact,,
930,2014,2014-09-17,16Sep14.05,,,Male,260,77.0,11.0,88.0,Intact,Undeveloped,
934,2014,2014-09-19,19Sep14.02,542672,2827908,Male,,,,,,,
941,2014,2014-09-22,11Sep14.03,,,,3164,154.5,22.5,177.0,Intact,,
943,2014,2014-09-24,16Sep14.06,,,Female,240,76.0,10.5,86.5,Intact,Undeveloped,
944,2014,2014-09-24,19Sep14.02,,,Male,360,85.0,12.0,97.0,Intact,,
947,2014,2014-09-24,24Sep14.01,542681,2831957,Female,380,81.0,12.0,93.0,Intact,Undeveloped,
951,2014,2014-09-24,24Sep14.03,520298,2797971,Female,,,,,,,
955,2014,2014-09-25,25Sep14.01,542721,2830795,Male,,,,,,,
963,2014,2014-09-26,26Sep14.01,542688,2831830,Female,,,,,,,
982,2014,2014-09-29,29Sep14.01,542602,2833991,Female,,,,,,,
983,2014,2014-09-29,24Sep14.03,,,Female,12374,262.0,33.0,295.0,Intact,Primary,91
986,2014,2014-09-30,30Sep14.02,542717,2830972,Female,,,,,,,
988,2014,2014-09-30,30Sep14.03,542677,2833301,Female,,,,,,,
992,2014,2014-10-01,01Oct14.01,542732,2834054,Male,,,,,,,
994,2014,2014-10-01,01Oct14.02,542663,2829848,Female,,,,,,,
996,2014,2014-10-01,01Oct14.03,542538,2835779,Male,,,,,,,
997,2014,2014-10-02,02Oct14.01,,,Female,8510,233.0,31.5,264.5,Intact,,
998,2014,2014-10-02,02Oct14.01,550112,2814100,Female,,,,,,,
1000,2014,2014-10-02,02Oct14.02,542697,2831561,Male,,,,,,,
1003,2014,2014-09-29,25Sep14.01,,,Male,158,64.0,8.5,72.5,Intact,,
1004,2014,2014-09-29,26Sep14.01,,,Female,294,79.5,10.5,90.0,Intact,Undeveloped,
1007,2014,2014-10-04,04Oct14.01,520347,2793063,Female,,,,,,,
1009,2014,2014-10-04,04Oct14.02,542662,2830551,Male,,,,,,,
1011,2014,2014-10-06,07Oct14.01,532880,2844556,Male,,,,,,,
1013,2014,2014-10-08,08Oct14.01,523633,2812723,Female,,,,,,,
1015,2014,2014-10-13,13Oct14.01,542540,2835772,Female,,,,,,,
1026,2014,2014-10-14,14Oct14.01,542667,2828953,Male,,,,,,,
1031,2014,2014-10-15,15Oct14.01,542673,2827545,Male,,,,,,,
1033,2014,2014-10-15,15Oct14.02,542698,2831439,Male,,,,,,,
1035,2014,2014-10-15,15Oct14.03,544689,2832396,Male,,,,,,,
1037,2014,2014-10-15,15Oct14.04,542659,2830564,Female,,,,,,,
1039,2014,2014-10-16,16Oct14.01,542551,2835505,Male,,,,,,,
1041,2014,2014-10-16,16Oct14.02,542681,2831838,Male,,,,,,,
1043,2014,2014-10-17,17Oct14.01,542675,2828133,,,,,,,,
1045,2014,2014-10-17,17Oct14.02,519400,2791773,Female,,,,,,,
1047,2014,2014-10-19,19Oct14.01,544017,2832394,Female,,,,,,,
1048,2014,2014-10-14,01Oct14.01,,,Male,490,89.0,13.5,102.5,Intact,,
1049,2014,2014-10-14,01Oct14.02,,,Female,200,74.0,10.0,84.0,Intact,Undeveloped,
1050,2014,2014-10-14,01Oct14.03,,,Male,2264,152.5,21.5,174.0,Intact,Undeveloped,
1051,2014,2014-10-14,02Oct14.02,,,Male,1732,151.0,20.5,171.5,Intact,Undeveloped,
1052,2014,2014-10-14,04Oct14.01,,,Female,3770,180.0,23.5,203.5,Intact,Primary,
1053,2014,2014-10-14,04Oct14.02,,,Male,594,95.0,13.0,108.0,Intact,Undeveloped,
1054,2014,2014-10-14,07Oct14.01,,,Male,2224,151.0,22.0,173.0,Intact,Undeveloped,
1055,2014,2014-10-14,08Oct14.01,,,Female,848,121.0,15.0,136.0,Intact,Undeveloped,
1056,2014,2014-10-14,13Oct14.01,,,Female,13774,252.0,31.0,283.0,Intact,Secondary,
1057,2014,2014-10-20,21Jan16.03,471189,2864500,,,,,,,,
1058,2014,2014-10-14,29Sep14.01,,,Female,280,82.0,11.0,93.0,Intact,Undeveloped,
1059,2014,2014-10-14,30Sep14.02,,,Female,298,83.0,10.5,93.5,Intact,Undeveloped,
1060,2014,2014-10-14,30Sep14.03,,,Female,1578,143.0,19.5,162.5,Intact,Undeveloped,
1062,2014,2014-10-23,23Oct14.01,542703,2831321,Male,,,,,,,
1064,2014,2014-10-25,25Oct14.01,543001,2832385,Male,,,,,,,
1066,2014,2014-10-25,25Oct14.02,543632,2832391,Male,,,,,,,
1068,2014,2014-10-28,28Oct14.01,521956,2813394,Female,,,,,,,
1070,2014,2014-10-28,28Oct14.02,544202,2832400,Female,,,,,,,
1072,2014,2014-10-29,29Oct14.01,544217,2832393,Male,,,,,,,
1074,2014,2014-10-29,29Oct14.02,542692,2831513,Male,,,,,,,
1090,2014,2014-10-30,30Oct14.01,544114,2832392,Female,,,,,,,
1091,2014,2014-10-31,14Oct14.01,,,Male,3214,173.0,26.0,199.0,Intact,,
1092,2014,2014-10-30,15Oct14.01,,,Male,498,88.0,13.0,101.0,Intact,Undeveloped,
1093,2014,2014-10-30,15Oct14.02,,,Male,704,105.0,14.5,119.5,Intact,Undeveloped,
1094,2014,2014-10-30,15Oct14.03,,,Male,182,71.0,10.0,81.0,Intact,Undeveloped,
1095,2014,2014-10-30,15Oct14.04,,,Female,484,100.0,14.0,114.0,Intact,Undeveloped,
1096,2014,2014-10-30,16Oct14.01,,,Male,578,88.5,14.0,102.5,Intact,Undeveloped,
1097,2014,2014-10-30,16Oct14.02,,,Male,3404,184.0,27.0,211.0,Intact,,
1098,2014,2014-10-30,17Oct14.01,,,,820,106.0,15.0,121.0,Intact,Undeveloped,
1099,2014,2014-10-30,17Oct14.02,,,Female,3056,172.0,23.0,195.0,Intact,Undeveloped,
1100,2014,2014-10-30,19Oct14.01,,,Female,178,75.0,9.5,84.5,Intact,Undeveloped,
1101,2014,2014-10-30,23Oct14.01,,,Male,392,86.5,13.0,99.5,Intact,Undeveloped,
1102,2014,2014-10-30,25Oct14.01,,,Male,366,88.0,12.5,100.5,Intact,Undeveloped,
1103,2014,2014-10-30,25Oct14.02,,,Male,424,93.0,12.0,105.0,Intact,Undeveloped,
1104,2014,2014-10-30,28Oct14.01,,,Female,7094,218.5,29.0,247.5,Intact,Primary,
1105,2014,2014-10-30,28Oct14.02,,,Female,730,100.5,14.0,114.5,Intact,Undeveloped,
1107,2014,2014-11-02,02Nov14.01,535910,2802833,Male,,,,,,,
1109,2014,2014-11-03,03Nov14.01,542670,2829060,Male,,,,,,,
1111,2014,2014-11-04,04Nov14.01,507856,2780723,Female,,,,,,,
1113,2014,2014-11-06,06Nov14.01,542675,2827576,Male,,,,,,,
1115,2014,2014-11-06,06Nov14.02,542678,2827722,Male,,,,,,,
1117,2014,2014-11-06,06Nov14.03,542668,2828142,Male,,,,,,,
1119,2014,2014-11-08,08Nov14.01,508121,2781679,Male,,,,,,,
1121,2014,2014-11-10,10Nov14.01,542663,2828702,Male,,,,,,,
1123,2014,2014-11-11,11Nov14.01,562647,2816345,Male,,,,,,,
1124,2014,2014-11-11,21Jan16.01,501075,2859338,Female,,,,,,,
1135,2014,2014-11-12,12Nov14.01,508898,2783104,Male,,,,,,,
1139,2014,2014-11-12,02Nov14.01,,,Male,2700,164.5,24.0,188.5,Intact,Undeveloped,
1140,2014,2014-11-12,03Nov14.01,,,Male,4924,204.0,29.0,233.0,Intact,Semi-turgid,
1141,2014,2014-11-12,04Nov14.01,,,Female,4532,219.0,28.0,247.0,Intact,Primary,
1142,2014,2014-11-12,06Nov14.01,,,Male,638,100.0,14.5,114.5,Intact,Undeveloped,
1143,2014,2014-11-12,06Nov14.02,,,Male,320,82.0,11.5,93.5,Intact,Undeveloped,
1144,2014,2014-11-12,06Nov14.03,,,Male,192,67.5,9.5,77.0,Intact,,
1145,2014,2014-11-12,10Nov14.01,,,Male,564,95.0,13.0,108.0,Intact,Undeveloped,
1147,2014,2014-11-13,13Nov14.01,542668,2828746,Female,,,,,,,
1148,2014,2014-11-12,29Oct14.01,,,Male,2136,145.0,20.5,165.5,Intact,Undeveloped,
1149,2014,2014-11-12,29Oct14.02,,,Male,518,97.0,13.0,110.0,Intact,Undeveloped,
1150,2014,2014-11-12,30Oct14.01,,,Female,680,96.0,14.0,110.0,Intact,Undeveloped,
1151,2014,2014-11-12,11Nov14.01,,,Male,12488,248.0,35.0,283.0,Intact,Semi-turgid,
1153,2014,2014-11-20,20Nov14.01,542657,2830433,Male,,,,,,,
1154,2014,2014-11-21,02Jan14.02,,,Male,8116,221.0,33.0,254.0,Intact,Turgid,
1155,2014,2014-11-21,10Aug14.01,,,Female,1384,161.0,20.0,181.0,Intact,,
1156,2014,2014-11-21,21Mar14.02,,,Male,1284,116.0,16.5,132.5,Intact,Undeveloped,
1157,2014,2014-11-21,28May14.02,,,Male,1586,131.0,18.0,149.0,Intact,Undeveloped,
1159,2014,2014-11-23,23Nov14.01,542608,2833895,Male,,,,,,,
1160,2014,2014-11-24,05Sep14.01,,,Female,,,,,,Primary,
1165,2014,2014-11-24,12Nov14.01,,,Male,3970,185.0,23.0,208.0,Intact,Semi-turgid,
1166,2014,2014-11-24,13Nov14.01,,,Female,824,91.0,12.5,103.5,Intact,Undeveloped,
1167,2014,2014-11-24,20Nov14.01,,,Male,1154,105.0,14.5,119.5,Intact,Undeveloped,
1168,2014,2014-11-24,23Nov14.01,,,Male,1920,141.0,18.5,159.5,Intact,Undeveloped,
1170,2014,2014-11-27,27Nov14.01,532757,2848026,Male,,,,,,,
1175,2014,2014-12-01,01Dec14.01,519027,2807146,Male,,,,,,,
1177,2014,2014-12-02,02Dec14.01,542669,2827908,Male,,,,,,,
1180,2014,2014-12-03,03Dec14.01,542668,2828124,Male,,,,,,,
1182,2014,2014-12-07,07Dec14.01,532759,2848166,Male,,,,,,,
1185,2014,2014-12-11,11Dec14.01,532771,2847773,Female,,,,,,,
1188,2014,2014-12-13,13Dec14.01,532935,2843129,Male,,,,,,,
1194,2014,2014-12-16,02Dec14.01,,,Male,278,79.5,,,Intact,Undeveloped,
1195,2014,2014-12-16,03Dec14.01,,,Male,4830,185.0,28.0,213.0,Intact,Turgid,
1196,2014,2014-12-16,07Dec14.01,,,Male,4474,187.0,27.5,214.5,Intact,Turgid,
1198,2014,2014-12-17,17Dec14.01,532721,2849090,Male,,,,,,,
1199,2014,2014-12-16,27Nov14.01,,,Male,7372,218.0,31.0,249.0,Intact,Turgid,
1201,2014,2014-12-19,19Dec14.01,532870,2845006,Male,,,,,,,
1203,2014,2014-12-21,21Dec14.01,519027,2807146,Female,,,,,,,
1205,2014,2014-12-26,26Dec14.01,508030,2781621,Male,,,,,,,
1215,2014,2014-12-29,29Dec14.01,544177,2832396,Female,,,,,,,
1217,2015,2015-01-01,01Jan15.01,532785,2847442,Male,,,,,,,
1219,2015,2015-01-01,01Jan15.02,532809,2846610,Male,,,,,,,
1221,2015,2015-01-03,03Jan15.01,532866,2845283,Female,,,,,,,
1223,2015,2015-01-03,03Jan15.02,532936,2843190,Male,,,,,,,
1225,2015,2015-01-04,04Jan15.01,501469,2848754,Male,,,,,,,
1231,2015,2015-01-05,05Jan15.01,549297,2815489,Female,,,,,,,
1242,2015,2015-01-05,01Jan15.01,,,Male,5340,187.0,29.0,216.0,Intact,Flaccid,
1243,2015,2015-01-05,01Jan15.02,,,Male,5460,194.0,30.5,224.5,Intact,Turgid,
1244,2015,2015-01-05,03Jan15.01,,,Female,4838,190.0,25.0,215.0,Intact,Primary,
1245,2015,2015-01-05,17Dec14.01,,,Male,5010,198.0,29.0,227.0,Intact,Semi-turgid,
1246,2015,2015-01-05,26Dec14.01,,,Male,962,112.0,17.0,129.0,Intact,Undeveloped,
1247,2015,2015-01-05,03Jan15.02,,,Male,5522,212.5,31.0,243.5,Intact,Turgid,
1248,2015,2015-01-05,11Dec14.01,,,Female,8968,233.0,31.0,264.0,Intact,Secondary,
1249,2015,2015-01-05,13Dec14.01,,,Male,2972,159.0,24.5,183.5,Intact,Flaccid,
1250,2015,2015-01-05,19Dec14.01,,,Male,7026,213.0,31.5,244.5,Intact,Turgid,
1251,2015,2015-01-05,26Dec14.05,,,Female,7026,217.0,6.5,223.5,Broken,Primary,
1252,2015,2015-01-05,29Dec14.01,,,Female,4306,195.0,27.0,222.0,Intact,Primary,
1253,2014,2014-12-01,01Dec14.01,,,Male,8320,209.5,33.0,242.5,Intact,Turgid,
1254,2014,2014-11-08,08Nov14.01,,,Male,270,73.0,10.0,83.0,Intact,,
1255,2014,2014-12-21,21Dec14.01,,,Female,5946,214.5,30.0,244.5,Intact,Secondary,
1258,2014,2014-03-22,22Mar14.02,,,Male,11012,251.0,41.0,292.0,Intact,Semi-turgid,
1260,2015,2015-01-22,22Jan15.01,518928,2791454,Male,,,,,,,
1262,2015,2015-01-23,23Jan15.01,512255,2786932,Male,,,,,,,
1263,2008,2008-05-08,08May08.01,,,Female,734,95.5,16.0,111.5,Intact,Undeveloped,
1264,2008,2008-11-08,08Nov08.01,,,Female,,,,,Intact,Undeveloped,
1265,2004,2004-10-12,12Oct04.01,,,Male,1804,131.0,18.5,149.5,Intact,,
1266,2015,2015-01-26,21Jan15.02,,,Female,9710,226.0,34.0,260.0,Intact,,
1267,2009,2009-06-22,22Jun09.01,,,Male,1490,126.5,20.0,146.5,Intact,,
1268,2015,2015-01-26,23Jan15.01,,,Male,5384,180.0,31.0,211.0,Intact,,
1269,2009,2009-04-25,25Apr09.01,,,Male,3368,161.0,26.0,187.0,Intact,,
1271,2015,2015-01-27,28Jan15.01,569059,2794223,Male,,,,,,,
1273,2016,2016-01-30,23Dec15.01,,,Male,,,,,,Turgid,
1274,2015,2015-01-31,05Jan16.02,542043,2833289,Male,,,,,,,
1278,2006,2006-09-13,13Sep06.01,,,Female,654,89.5,14.0,103.5,Intact,Undeveloped,
1280,2009,2009-05-26,26May09.01,,,Male,992,109.0,17.0,126.0,Intact,Flaccid,
1282,2015,2015-02-04,04Feb15.01,509708,2784508,Male,,,,,,,
1283,2015,2015-02-03,04Jan15.01,,,Male,1944,159.5,22.0,181.5,Intact,Flaccid,
1284,2015,2015-02-03,05Jan15.01,,,Female,5418,205.0,28.0,233.0,Intact,Primary,
1285,2015,2015-02-03,22Jan15.01,,,Male,8766,232.0,33.0,265.0,Intact,Turgid,
1286,2015,2015-02-05,04Feb15.01,,,Male,10962,242.5,25.0,267.5,Broken,Semi-turgid,
1288,2015,2015-02-07,07Feb15.01,532796,2840575,Male,,,,,,,
1290,2015,2015-02-07,07Feb15.02,532762,2848037,Male,,,,,,,
1293,2015,2015-02-12,07Feb15.01,,,Male,16010,299.0,41.0,340.0,Intact,Turgid,
1294,2015,2015-02-12,07Feb15.02,,,Male,3540,180.5,25.0,205.5,Intact,Turgid,
1298,2015,2015-02-15,15Feb15.01,523412,2839782,Male,,,,,,,
1299,2013,2013-09-09,15Aug13.01,,,Male,88,55.0,8.0,63.0,Intact,Undeveloped,
1300,2013,2013-09-09,16Aug13.01,,,Male,148,60.0,10.0,70.0,Intact,Undeveloped,
1301,2013,2013-09-09,17Aug13.01,,,,144,66.5,10.0,76.5,Intact,,
1302,2013,2013-09-09,17Aug13.02,,,Male,144,68.0,10.5,78.5,Intact,Undeveloped,
1303,2013,2013-09-09,19Aug13.01,,,Female,98,59.0,8.0,67.0,Intact,Undeveloped,
1304,2013,2013-08-21,21Aug13.01,,,Male,174,68.0,10.0,78.0,Intact,Undeveloped,
1305,2013,2013-08-26,26Aug13.01,,,Male,306,81.0,13.0,94.0,Intact,Undeveloped,
1306,2013,2013-08-08,26Jul13.04,,,Male,109,53.0,9.0,62.0,Intact,Undeveloped,
1307,2013,2013-08-08,26Jul13.06,,,Male,112,56.0,9.0,65.0,Intact,Undeveloped,
1308,2013,2013-08-08,26Jul13.07,,,Male,110,56.0,8.5,64.5,Intact,Undeveloped,
1309,2013,2013-08-08,26Jul13.08,,,Female,104,58.0,9.0,67.0,Intact,Undeveloped,
1310,2013,2013-08-31,31Aug13.01,,,Female,190,69.0,10.0,79.0,Intact,Undeveloped,
1311,2013,2013-08-08,26Jul13.01,,,Female,114,58.5,8.5,67.0,Intact,Undeveloped,
1312,2013,2013-08-08,26Jul13.02,,,Female,108,53.0,8.0,61.0,Intact,Undeveloped,
1313,2013,2013-08-08,26Jul13.03,,,Female,108,57.5,8.0,65.5,Intact,Undeveloped,
1314,2013,2013-08-08,26Jul13.05,,,Female,106,56.5,8.0,64.5,Intact,Undeveloped,
1315,2015,2015-01-28,28Jan15.01,,,Male,9904,235.0,36.0,271.0,Intact,Turgid,
1316,2009,2009-09-13,13Sep09.01,,,Male,192,68.0,10.0,78.0,Intact,Undeveloped,
1321,2015,2015-02-28,28Feb15.01,542587,2834643,Male,,,,,,,
1326,2015,2015-03-05,05Mar15.02,519027,2807146,Female,,,,,,,
1330,2015,2015-03-07,07Mar15.01,505372,2784282,Male,,,,,,,
1332,2015,2015-03-09,09Mar15.01,514896,2816055,Female,,,,,,,
1333,2015,2015-03-10,07Mar15.01,,,Male,5238,,32.0,,Intact,Turgid,
1362,2015,2015-03-23,19Mar15.02,,,Female,12864,266.0,38.0,304.0,Intact,,
1369,2015,2015-03-23,05Mar15.02,,,Female,13726,265.0,34.0,299.0,Intact,Secondary,11
1370,2015,2015-03-23,09Mar15.01,,,Female,5210,205.5,27.5,233.0,Intact,Primary,
1371,2015,2015-03-23,15Feb15.01,,,Male,2518,148.0,22.5,170.5,Intact,Semi-turgid,
1372,2015,2015-03-23,19Mar15.02,,,Female,12864,266.0,38.0,304.0,,Primary,
1373,2015,2015-03-23,28Feb15.01,,,Male,778,105.0,16.0,121.0,Intact,Flaccid,
1390,2015,2015-04-02,02Apr15.02,507840,2780731,,,,,,,,
1456,2015,2015-04-18,18Apr15.03,509141,2783686,Male,,,,,,,
1466,2015,2015-04-20,20Apr15.03,535254,2811188,Male,,,,,,,
1471,2008,2008-11-29,29Nov08.01,,,Female,8370,199.0,32.0,231.0,Intact,Primary,
1476,2015,2015-04-23,23Apr15.02,513240,2787622,Female,,,,,,,
1478,2014,2014-10-02,02Oct14.03,,,Female,8372,217.5,30.5,248.0,Intact,Primary,
1480,2015,2015-04-24,25Apr15.01,543208,2832386,Male,,,,,,,
1484,2015,2015-04-25,25Apr15.03,539239,2807216,Female,,,,,,,
1488,2015,2015-04-26,26Apr15.02,520300,2794926,Male,,,,,,,
1500,2015,2015-04-27,27Apr15.05,544783,2832406,Male,,,,,,,
1506,2015,2015-05-01,01May15.01,500292,2849166,Male,,,,,,,
1514,2015,2015-05-02,02May15.04,536952,2804651,Female,,,,,,,
1531,2015,2015-05-04,18Apr15.03,,,Male,7506,235.0,36.0,271.0,Intact,Semi-turgid,
1532,2015,2015-05-04,23Apr15.02,,,Female,8602,231.0,33.0,264.0,Intact,Primary,
1533,2015,2015-05-04,25Apr15.01,,,Male,2352,167.0,22.9,189.9,Intact,,
1534,2015,2015-05-05,25Apr15.03,,,Female,11818,,29.0,,Intact,Eggs,26
1535,2015,2015-05-04,26Apr15.02,,,Male,4512,189.5,27.0,216.5,Intact,Semi-turgid,
1536,2015,2015-05-04,27Apr15.05,,,Male,2808,162.0,24.0,186.0,Intact,Semi-turgid,
1541,2015,2015-05-06,20Apr15.03,,,Male,184,70.5,9.0,79.5,Intact,Undeveloped,
1545,2015,2015-05-07,07May15.01,520301,2796330,Female,,,,,,,
1547,2015,2015-05-07,07May15.02,547786,2805769,Male,,,,,,,
1548,2015,2015-05-07,01May15.01,,,Male,432,92.5,13.0,105.5,Intact,Undeveloped,
1549,2015,2015-05-06,02May15.04,,,Female,9930,244.0,32.5,276.5,Intact,Primary,
1550,2015,2015-05-07,07May15.01,,,Female,4726,195.5,28.0,223.5,Intact,,
1551,2015,2015-05-07,07May15.02,,,Male,964,115.0,16.0,131.0,Intact,Flaccid,
1588,2015,2015-05-13,13May15.02,520300,2790967,Male,,,,,,,
1601,2015,2015-05-16,16May15.02,520295,2793960,Male,,,,,,,
1606,2015,2015-05-18,18May15.01,532764,2847919,Male,,,,,,,
1608,2015,2015-05-18,18May15.02,523425,2849309,Male,,,,,,,
1631,2015,2015-05-24,24May15.04,520370,2798933,Male,,,,,,,
1658,2015,2015-05-28,13May15.02,,,Male,1330,126.0,18.0,144.0,Intact,Undeveloped,
1659,2015,2015-05-28,16May15.02,,,Male,608,103.5,15.0,118.5,Intact,Undeveloped,
1660,2015,2015-05-28,18May15.01,,,Male,1304,123.5,19.0,142.5,Intact,Undeveloped,
1661,2015,2015-05-28,18May15.02,,,Male,2462,158.0,21.5,179.5,Intact,Undeveloped,
1662,2015,2015-05-28,24May15.04,,,Male,5432,212.0,14.0,226.0,Broken,Flaccid,
1679,2015,2015-06-01,01Jun15.01,520127,2808550,Female,,,,,,,
1688,2015,2015-06-03,03Jun15.01,514691,2788599,Female,,,,,,,
1697,2015,2015-06-06,06Jun15.02,522992,2812393,Male,,,,,,,
1717,2015,2015-06-10,07Oct15.01,439952,2875821,Female,,,,,,,
1721,2015,2015-06-10,10Jun15.02,520299,2795215,Male,,,,,,,
1723,2015,2015-06-10,14Oct15.01,439952,2875821,Female,,,,,,,
1725,2015,2015-06-10,14Oct15.02,439952,2875821,Male,,,,,,,
1727,2015,2015-06-10,16Oct15.01,439952,2875821,Male,,,,,,,
1729,2015,2015-06-10,16Oct15.02,439952,2875821,Male,,,,,,,
1731,2015,2015-06-10,16Oct15.03,439952,2875821,Male,,,,,,,
1733,2015,2015-06-10,16Oct15.04,439952,2875821,Female,,,,,,,
1735,2015,2015-06-10,16Oct15.05,439952,2875821,Male,,,,,,,
1737,2015,2015-06-10,16Oct15.06,439952,2875821,Male,,,,,,,
1739,2015,2015-06-10,16Oct15.07,439952,2875821,Female,,,,,,,
1741,2015,2015-06-10,16Oct15.08,439952,2875821,Female,,,,,,,
1743,2015,2015-06-10,16Oct15.09,439952,2875821,Male,,,,,,,
1745,2015,2015-06-10,16Oct15.10,439952,2875821,Male,,,,,,,
1747,2015,2015-06-10,16Oct15.11,439952,2875821,Male,,,,,,,
1749,2015,2015-06-10,16Oct15.12,439952,2875821,Male,,,,,,,
1751,2015,2015-06-10,16Oct15.13,439952,2875821,Female,,,,,,,
1753,2015,2015-06-10,16Oct15.14,439952,2875821,Male,,,,,,,
1755,2015,2015-06-10,16Oct15.15,439952,2875821,Male,,,,,,,
1757,2015,2015-06-10,16Oct15.16,439952,2875821,Female,,,,,,,
1759,2015,2015-06-10,16Oct15.17,439952,2875821,Female,,,,,,,
1761,2015,2015-06-10,16Oct15.18,439952,2875821,Female,,,,,,,
1763,2015,2015-06-10,16Oct15.19,439952,2875821,Male,,,,,,,
1765,2015,2015-06-10,16Oct15.20,439952,2875821,Male,,,,,,,
1767,2015,2015-06-10,16Oct15.21,439952,2875821,Male,,,,,,,
1769,2015,2015-06-10,16Oct15.22,439952,2875821,Female,,,,,,,
1771,2015,2015-06-10,16Oct15.23,439952,2875821,Female,,,,,,,
1773,2015,2015-06-10,16Oct15.24,439952,2875821,Female,,,,,,,
1775,2015,2015-06-10,16Oct15.25,439952,2875821,Female,,,,,,,
1777,2015,2015-06-10,16Oct15.26,439952,2875821,Female,,,,,,,
1779,2015,2015-06-10,27Jul15.03,439952,2875821,Male,,,,,,,
1781,2015,2015-06-10,27Jul15.04,439952,2875821,Male,,,,,,,
1783,2015,2015-06-10,27Jul15.05,439952,2875821,Male,,,,,,,
1785,2015,2015-06-10,27Jul15.06,439952,2875821,Male,,,,,,,
1787,2015,2015-06-10,27Jul15.07,439952,2875821,Female,,,,,,,
1789,2015,2015-06-10,27Jul15.08,439952,2875821,Male,,,,,,,
1791,2015,2015-06-10,27Jul15.09,439952,2875821,Male,,,,,,,
1793,2015,2015-06-10,27Jul15.10,439952,2875821,Male,,,,,,,
1795,2015,2015-06-10,27Jul15.11,439952,2875821,Male,,,,,,,
1797,2015,2015-06-10,27Jul15.12,439952,2875821,Female,,,,,,,
1800,2015,2015-06-10,30Sep15.03,439952,2875821,Female,,,,,,,
1808,2015,2015-06-11,11Jun15.03,531888,2808095,Male,,,,,,,
1810,2015,2015-06-11,12Jun15.02,491296,2860455,Male,,,,,,,
1812,2015,2015-06-11,12Jun15.03,491296,2860455,Male,,,,,,,
1819,2015,2015-06-13,13Jun15.03,,,Male,7500,,,,Intact,,
1820,2015,2015-06-13,13Jun15.03,523438,2837804,Male,,,,,,,
1822,2015,2015-06-13,15Jun15.04,507624,2781264,Male,,,,,,,
1824,2015,2015-06-13,15Jun15.05,515245,2788981,Female,,,,,,,
1828,2015,2015-06-14,18Jun15.01,520029,2792202,Male,,,,,,,
1848,2015,2015-06-15,15Jun15.06,515732,2789295,Male,,,,,,,
1849,2015,2015-06-15,15Jun15.07,518361,2805879,Female,,,,,,,
1850,2015,2015-06-15,01Jun15.01,,,Female,2748,164.5,20.5,185.0,Intact,Primary,
1851,2015,2015-06-15,06Jun15.02,,,Male,2698,167.0,25.5,192.5,Intact,Undeveloped,
1852,2015,2015-06-16,10Jun15.02,,,Male,920,119.5,15.5,135.0,Intact,Undeveloped,
